"word","file_4_count","file_5_count","file_6_count","word_length","total_count","word_ID","predict_word"
"bacon",423,21,241,5,685,2532,"Americans"
"Paper",613,6,68,5,687,2533,"Americans"
"nasty",457,13,220,5,690,2534,"creatures"
"ocean",550,40,100,5,690,2535,"Americans"
"pasta",592,25,73,5,690,2536,"according"
"skill",566,26,99,5,691,2537,"knowledge"
"Under",492,89,110,5,691,2538,"Americans"
"brush",609,16,69,5,694,2539,"Americans"
"shock",588,26,83,5,697,2540,"something"
"swing",442,41,217,5,700,2541,"Americans"
"Using",563,20,117,5,700,2542,"thousands"
"blend",621,27,53,5,701,2543,"Americans"
"blind",541,13,148,5,702,2544,"confusion"
"crack",468,26,211,5,705,2545,"Americans"
"upper",580,40,86,5,706,2546,"Americans"
"boots",558,16,133,5,707,2547,"sometimes"
"meets",575,41,92,5,708,2548,"Americans"
"eaten",579,15,115,5,709,2549,"Americans"
"fired",441,104,166,5,711,2550,"Americans"
"nurse",629,36,47,5,712,2551,"Americans"
"hoped",611,50,54,5,715,2552,"Americans"
"lists",592,24,101,5,717,2553,"available"
"baked",605,31,84,5,720,2554,"something"
"faced",610,77,33,5,720,2555,"Americans"
"Later",605,41,74,5,720,2556,"September"
"pride",577,35,110,5,722,2557,"ourselves"
"trips",570,54,99,5,723,2558,"including"
"bound",530,21,178,5,729,2559,"Americans"
"actor",526,52,153,5,731,2560,"Americans"
"fried",521,33,178,5,732,2561,"something"
"rocks",468,20,247,5,735,2562,"Americans"
"wings",502,17,217,5,736,2563,"Americans"
"minor",604,55,78,5,737,2564,"companies"
"proof",603,30,106,5,739,2565,"Americans"
"Daily",525,39,179,5,743,2566,"Americans"
"tasty",552,17,174,5,743,2567,"Americans"
"relax",496,11,237,5,744,2568,"Americans"
"cycle",630,25,90,5,745,2569,"continues"
"olive",650,36,59,5,745,2570,"Americans"
"pitch",406,103,237,5,746,2571,"locations"
"Games",433,35,283,5,751,2572,"Americans"
"badly",586,38,133,5,757,2573,"Americans"
"comic",640,18,103,5,761,2574,"potential"
"onion",657,43,61,5,761,2575,"Americans"
"stops",601,37,127,5,765,2576,"Americans"
"spots",531,63,175,5,769,2577,"available"
"goods",649,64,58,5,771,2578,"concerned"
"tests",563,76,132,5,771,2579,"including"
"Media",404,20,349,5,773,2580,"Institute"
"guard",485,175,116,5,776,2581,"announced"
"Italy",635,52,89,5,776,2582,"Americans"
"banks",591,119,67,5,777,2583,"worldwide"
"Could",393,15,369,5,777,2584,"Americans"
"depth",663,43,71,5,777,2585,"Americans"
"Board",509,124,145,5,778,2586,"positions"
"coast",518,43,217,5,778,2587,"Americans"
"sharp",639,42,97,5,778,2588,"direction"
"Queen",615,29,135,5,779,2589,"Elizabeth"
"bills",551,99,130,5,780,2590,"Americans"
"cried",601,6,173,5,780,2591,"Americans"
"humor",581,46,153,5,780,2592,"something"
"Light",595,22,163,5,780,2593,"Challenge"
"opens",511,46,226,5,783,2594,"Americans"
"sport",523,74,192,5,789,2595,"something"
"Women",513,22,255,5,790,2596,"therefore"
"funds",576,124,93,5,793,2597,"necessary"
"Jason",475,83,235,5,793,2598,"Americans"
"shake",526,25,242,5,793,2599,"Americans"
"Group",533,79,182,5,794,2600,"mentioned"
"buddy",277,7,513,5,797,2601,"Americans"
"awake",452,12,338,5,802,2602,"conscious"
"Henry",612,36,154,5,802,2603,"continued"
"genre",724,12,67,5,803,2604,"primarily"
"dozen",629,107,73,5,809,2605,"different"
"labor",613,69,134,5,816,2606,"practices"
"ideal",705,31,84,5,820,2607,"situation"
"shops",713,44,63,5,820,2608,"Americans"
"walks",630,38,156,5,824,2609,"Americans"
"argue",631,55,139,5,825,2610,"otherwise"
"noise",652,24,150,5,826,2611,"Americans"
"debut",658,56,113,5,827,2612,"Americans"
"edges",809,9,14,5,832,2613,"Americans"
"split",674,49,109,5,832,2614,"Americans"
"fixed",562,27,245,5,834,2615,"situation"
"jeans",615,20,204,5,839,2616,"yesterday"
"dates",571,41,228,5,840,2617,"Americans"
"Diego",262,97,482,5,841,2618,"Americans"
"hurts",382,16,443,5,841,2619,"Americans"
"Until",657,23,164,5,844,2620,"something"
"sunny",498,23,325,5,846,2621,"afternoon"
"seats",533,101,214,5,848,2622,"available"
"civil",683,81,85,5,849,2623,"Americans"
"chips",630,28,196,5,854,2624,"purchased"
"Watch",335,16,503,5,854,2625,"carefully"
"moral",791,15,49,5,855,2626,"authority"
"Kevin",499,98,259,5,856,2627,"Americans"
"chief",546,253,62,5,861,2628,"executive"
"Sarah",614,35,212,5,861,2629,"Americans"
"Bring",371,16,477,5,864,2630,"Americans"
"meals",721,49,97,5,867,2631,"Americans"
"Brian",503,106,259,5,868,2632,"Americans"
"glory",764,13,93,5,870,2633,"hopefully"
"false",739,43,90,5,872,2634,"questions"
"chain",715,49,110,5,874,2635,"primarily"
"balls",581,31,263,5,875,2636,"Americans"
"deals",558,72,254,5,884,2637,"available"
"trend",587,47,251,5,885,2638,"continues"
"enemy",758,20,110,5,888,2639,"countries"
"Greek",756,32,102,5,890,2640,"Americans"
"hello",301,9,580,5,890,2641,"Americans"
"fancy",736,14,142,5,892,2642,"marketing"
"falls",728,33,132,5,893,2643,"somewhere"
"seeds",766,43,86,5,895,2644,"available"
"tries",747,38,110,5,895,2645,"Americans"
"Harry",592,31,275,5,898,2646,"Americans"
"apple",680,26,193,5,899,2647,"Americans"
"chest",735,31,137,5,903,2648,"sometimes"
"equal",745,36,124,5,905,2649,"treatment"
"honey",641,30,236,5,907,2650,"Americans"
"trail",748,61,98,5,907,2651,"following"
"loose",710,28,170,5,908,2652,"narrative"
"couch",675,16,220,5,911,2653,"Americans"
"fault",630,30,252,5,912,2654,"sometimes"
"noted",747,120,45,5,912,2655,"buildings"
"Frank",644,90,179,5,913,2656,"Americans"
"sorts",843,21,55,5,919,2657,"Americans"
"abuse",740,71,112,5,923,2658,"education"
"Press",705,96,123,5,924,2659,"President"
"anger",788,36,105,5,929,2660,"Americans"
"punch",728,22,179,5,929,2661,"Americans"
"Grand",682,70,181,5,933,2662,"Americans"
"owned",745,95,93,5,933,2663,"Americans"
"favor",587,66,281,5,934,2664,"Americans"
"inner",814,22,98,5,934,2665,"religious"
"users",624,51,261,5,936,2666,"Americans"
"rooms",764,79,94,5,937,2667,"including"
"label",801,32,106,5,939,2668,"executive"
"route",713,63,163,5,939,2669,"including"
"grass",788,25,127,5,940,2670,"Americans"
"grand",709,58,181,5,948,2671,"narrative"
"limit",647,75,229,5,951,2672,"Americans"
"Miami",228,98,626,5,952,2673,"Cleveland"
"Beach",452,128,376,5,956,2674,"Americans"
"Japan",786,57,123,5,966,2675,"Australia"
"blast",438,18,511,5,967,2676,"Americans"
"rough",713,24,231,5,968,2677,"Americans"
"rates",682,134,154,5,970,2678,"somewhere"
"lying",740,34,197,5,971,2679,"forgotten"
"threw",718,80,177,5,975,2680,"Americans"
"Union",696,105,174,5,975,2681,"President"
"shift",732,63,183,5,978,2682,"Americans"
"swear",473,8,497,5,978,2683,"developed"
"drugs",732,92,156,5,980,2684,"including"
"prior",849,57,75,5,981,2685,"knowledge"
"drawn",884,43,55,5,982,2686,"Something"
"shout",286,8,688,5,982,2687,"Americans"
"stone",855,38,89,5,982,2688,"literally"
"panel",597,52,338,5,987,2689,"including"
"shame",693,22,274,5,989,2690,"Americans"
"lemon",838,39,116,5,993,2691,"Americans"
"smoke",646,46,310,5,1002,2692,"sensitive"
"Young",673,84,249,5,1006,2693,"designers"
"hopes",754,117,136,5,1007,2694,"Americans"
"holds",815,60,133,5,1008,2695,"Americans"
"minds",784,23,206,5,1013,2696,"including"
"brief",906,52,58,5,1016,2697,"statement"
"exact",841,27,148,5,1016,2698,"potential"
"Jones",591,166,268,5,1025,2699,"treatment"
"storm",714,42,269,5,1025,2700,"destroyed"
"taxes",620,189,220,5,1029,2701,"collected"
"scale",877,44,113,5,1034,2702,"Americans"
"river",848,61,127,5,1036,2703,"Americans"
"tight",748,61,231,5,1040,2704,"Americans"
"truck",659,71,310,5,1040,2705,"reporting"
"bands",691,36,314,5,1041,2706,"including"
"River",754,140,151,5,1045,2707,"Americans"
"awful",727,10,310,5,1047,2708,"narrative"
"dirty",711,19,320,5,1050,2709,"Americans"
"layer",1002,12,39,5,1053,2710,"Americans"
"Vegas",329,49,676,5,1054,2711,"Americans"
"plain",952,22,85,5,1059,2712,"difficult"
"moves",744,57,260,5,1061,2713,"Americans"
"Apple",602,86,375,5,1063,2714,"Americans"
"sheet",974,32,59,5,1065,2715,"perfectly"
"award",735,69,268,5,1072,2716,"presented"
"Santa",639,113,322,5,1074,2717,"Americans"
"teeth",825,17,232,5,1074,2718,"including"
"talks",705,86,285,5,1076,2719,"Americans"
"drunk",614,18,450,5,1082,2720,"including"
"boxes",919,23,141,5,1083,2721,"paintings"
"prize",873,24,189,5,1086,2722,"selection"
"trial",806,150,133,5,1089,2723,"Americans"
"frame",984,39,67,5,1090,2724,"perfectly"
"tools",802,45,243,5,1090,2725,"including"
"scary",713,18,360,5,1091,2726,"Americans"
"beans",907,45,141,5,1093,2727,"Americans"
"horse",874,50,180,5,1104,2728,"candidate"
"facts",914,21,174,5,1109,2729,"presented"
"Scott",611,165,333,5,1109,2730,"Americans"
"Louis",462,398,253,5,1113,2731,"certainly"
"birds",891,35,190,5,1116,2732,"including"
"drove",939,66,114,5,1119,2733,"Americans"
"prove",905,43,171,5,1119,2734,"something"
"upset",773,43,306,5,1122,2735,"Americans"
"dying",795,24,305,5,1124,2736,"newspaper"
"forms",1001,36,90,5,1127,2737,"including"
"guide",952,45,132,5,1129,2738,"Americans"
"drama",781,50,299,5,1130,2739,"Americans"
"silly",870,7,255,5,1132,2740,"questions"
"plane",752,60,321,5,1133,2741,"developed"
"Sweet",619,15,504,5,1138,2742,"Americans"
"giant",913,53,174,5,1140,2743,"Christmas"
"foods",964,50,129,5,1143,2744,"including"
"bored",544,9,599,5,1152,2745,"Americans"
"Place",951,60,142,5,1153,2746,"chocolate"
"metal",990,50,119,5,1159,2747,"structure"
"grace",1027,19,122,5,1168,2748,"otherwise"
"candy",860,16,296,5,1172,2749,"Americans"
"juice",921,49,205,5,1175,2750,"Obviously"
"doors",939,58,180,5,1177,2751,"Americans"
"links",907,17,258,5,1182,2752,"Americans"
"tuned",369,8,810,5,1187,2753,"Americans"
"Irish",935,35,225,5,1195,2754,"financial"
"sight",1019,28,149,5,1196,2755,"Americans"
"forth",1063,32,104,5,1199,2756,"arguments"
"agent",907,129,165,5,1201,2757,"Elizabeth"
"signs",907,97,198,5,1202,2758,"mentioned"
"Three",877,88,239,5,1204,2759,"beautiful"
"youth",910,72,222,5,1204,2760,"Americans"
"entry",1065,38,108,5,1211,2761,"Americans"
"thick",1090,46,75,5,1211,2762,"Americans"
"Super",465,89,658,5,1212,2763,"Committee"
"north",920,103,192,5,1215,2764,"Americans"
"homes",928,173,115,5,1216,2765,"Americans"
"quote",796,6,423,5,1225,2766,"correctly"
"views",1015,52,163,5,1230,2767,"regarding"
"plate",957,96,178,5,1231,2768,"connected"
"kinds",1036,42,154,5,1232,2769,"Americans"
"draft",652,170,412,5,1234,2770,"Americans"
"salad",897,74,265,5,1236,2771,"Americans"
"Paris",1045,31,161,5,1237,2772,"apartment"
"pants",767,32,454,5,1253,2773,"Americans"
"faces",979,98,201,5,1278,2774,"political"
"saved",1010,36,235,5,1281,2775,"ourselves"
"solid",945,87,249,5,1281,2776,"education"
"yours",620,10,652,5,1282,2777,"Americans"
"mixed",1058,60,172,5,1290,2778,"blessings"
"apply",1004,60,228,5,1292,2779,"Americans"
"waste",931,40,325,5,1296,2780,"countless"
"walls",1118,70,110,5,1298,2781,"furniture"
"India",1176,47,76,5,1299,2782,"wonderful"
"Again",1079,23,208,5,1310,2783,"different"
"chair",1087,53,173,5,1313,2784,"Obviously"
"owner",961,160,192,5,1313,2785,"suggested"
"spoke",1080,99,138,5,1317,2786,"otherwise"
"leads",1005,70,246,5,1321,2787,"Americans"
"guest",917,28,378,5,1323,2788,"character"
"score",791,106,430,5,1327,2789,"increases"
"Smith",743,241,347,5,1331,2790,"Americans"
"stamp",1288,9,34,5,1331,2791,"Americans"
"types",1148,38,146,5,1332,2792,"Americans"
"blame",926,44,368,5,1338,2793,"Americans"
"gifts",1116,34,188,5,1338,2794,"according"
"south",972,100,268,5,1340,2795,"Americans"
"topic",1040,23,278,5,1341,2796,"Americans"
"plant",1088,120,135,5,1343,2797,"paintings"
"exist",1038,34,272,5,1344,2798,"alongside"
"Times",1042,86,222,5,1350,2799,"newspaper"
"Think",722,33,599,5,1354,2800,"Americans"
"flour",1303,25,28,5,1356,2801,"remaining"
"stars",996,78,284,5,1358,2802,"increased"
"heads",977,64,319,5,1360,2803,"wondering"
"angry",1061,38,262,5,1361,2804,"character"
"Earth",1080,39,242,5,1361,2805,"Americans"
"Music",619,45,701,5,1365,2806,"Americans"
"Brown",752,222,393,5,1367,2807,"Christmas"
"finds",1196,42,129,5,1367,2808,"beautiful"
"grade",928,79,363,5,1370,2809,"classroom"
"Steve",753,138,479,5,1370,2810,"Elizabeth"
"pizza",715,53,605,5,1373,2811,"materials"
"honor",884,95,400,5,1379,2812,"necessary"
"shots",836,134,409,5,1379,2813,"including"
"eight",1035,277,74,5,1386,2814,"different"
"dough",1306,23,58,5,1387,2815,"Americans"
"cheap",1080,22,296,5,1398,2816,"available"
"Court",1087,213,107,5,1407,2817,"decisions"
"judge",970,143,299,5,1412,2818,"ourselves"
"Bible",1310,10,95,5,1415,2819,"describes"
"grown",1170,66,188,5,1424,2820,"Americans"
"empty",1144,47,244,5,1435,2821,"ourselves"
"magic",1143,25,272,5,1440,2822,"adventure"
"basis",1301,51,89,5,1441,2823,"Hopefully"
"shown",1293,70,83,5,1446,2824,"otherwise"
"steps",1187,82,177,5,1446,2825,"yesterday"
"coach",522,470,459,5,1451,2826,"encourage"
"adult",1205,58,202,5,1465,2827,"education"
"tears",1186,40,254,5,1480,2828,"including"
"click",1182,14,288,5,1484,2829,"Americans"
"sites",1178,84,223,5,1485,2830,"mentioned"
"shirt",825,28,637,5,1490,2831,"Americans"
"Other",1200,122,169,5,1491,2832,"interests"
"China",1166,130,201,5,1497,2833,"yesterday"
"smart",875,58,571,5,1504,2834,"sensitive"
"costs",1096,239,171,5,1506,2835,"education"
"stood",1346,88,75,5,1509,2836,"listening"
"Green",960,115,437,5,1512,2837,"purchased"
"cross",1252,55,212,5,1519,2838,"Americans"
"crime",1279,114,133,5,1526,2839,"committed"
"block",1024,183,322,5,1529,2840,"purchased"
"Night",640,39,858,5,1537,2841,"Americans"
"raise",1122,134,283,5,1539,2842,"awareness"
"Being",1115,15,414,5,1544,2843,"Wednesday"
"craft",1406,34,111,5,1551,2844,"challenge"
"sides",1352,99,124,5,1575,2845,"desperate"
"print",1261,23,297,5,1581,2846,"political"
"stock",1252,123,210,5,1585,2847,"Americans"
"About",859,96,646,5,1601,2848,"Americans"
"Going",309,11,1287,5,1607,2849,"Americans"
"Enjoy",585,7,1016,5,1608,2850,"alongside"
"Peter",1292,82,239,5,1613,2851,"Americans"
"basic",1445,58,112,5,1615,2852,"questions"
"smell",1219,19,386,5,1624,2853,"Americans"
"plays",1095,161,395,5,1651,2854,"extremely"
"shoot",852,41,769,5,1662,2855,"Americans"
"speed",1318,86,258,5,1662,2856,"increases"
"goals",1185,152,327,5,1664,2857,"contained"
"Party",1082,71,518,5,1671,2858,"newspaper"
"aside",1500,76,96,5,1672,2859,"political"
"alive",1210,45,429,5,1684,2860,"Something"
"teams",894,275,519,5,1688,2861,"designers"
"seven",1273,304,115,5,1692,2862,"questions"
"Would",711,14,981,5,1706,2863,"Americans"
"beach",1169,53,486,5,1708,2864,"somewhere"
"fruit",1475,59,182,5,1716,2865,"vegetable"
"model",1281,97,345,5,1723,2866,"depending"
"Right",1088,35,600,5,1723,2867,"Chocolate"
"broke",1108,100,519,5,1727,2868,"something"
"crowd",1189,139,402,5,1730,2869,"including"
"chose",1514,61,156,5,1731,2870,"Americans"
"treat",1269,72,392,5,1733,2871,"ourselves"
"apart",1452,53,229,5,1734,2872,"Halloween"
"notes",1409,78,249,5,1736,2873,"perfectly"
"cases",1484,179,76,5,1739,2874,"mentioned"
"legal",1367,193,194,5,1754,2875,"documents"
"trade",1242,153,368,5,1763,2876,"insurance"
"trees",1498,85,183,5,1766,2877,"Americans"
"enter",1458,52,257,5,1767,2878,"selection"
"Never",683,19,1076,5,1778,2879,"Americans"
"aware",1588,58,137,5,1783,2880,"Americans"
"birth",1549,58,178,5,1785,2881,"Americans"
"claim",1544,87,159,5,1790,2882,"seriously"
"beers",1553,39,199,5,1791,2883,"available"
"films",1565,59,167,5,1791,2884,"featuring"
"count",1229,78,502,5,1809,2885,"ourselves"
"Chris",1017,178,615,5,1810,2886,"initially"
"lower",1426,159,229,5,1814,2887,"financial"
"teach",1344,37,438,5,1819,2888,"computers"
"keeps",1234,66,524,5,1824,2889,"happening"
"blogs",1701,8,127,5,1836,2890,"regularly"
"match",1350,100,388,5,1838,2891,"perfectly"
"carry",1515,92,232,5,1839,2892,"Americans"
"press",1320,93,429,5,1842,2893,"Meanwhile"
"hotel",1327,129,388,5,1844,2894,"Sometimes"
"twice",1288,138,429,5,1855,2895,"Americans"
"shape",1595,55,207,5,1857,2896,"Americans"
"quiet",1503,44,321,5,1868,2897,"community"
"sauce",1583,107,214,5,1904,2898,"Americans"
"radio",1114,65,726,5,1905,2899,"interview"
"brand",1418,60,437,5,1915,2900,"awareness"
"fully",1658,72,191,5,1921,2901,"developed"
"stick",1481,57,387,5,1925,2902,"Americans"
"range",1676,115,137,5,1928,2903,"Something"
"tough",1217,171,547,5,1935,2904,"decisions"
"likes",1356,51,538,5,1945,2905,"education"
"avoid",1517,126,304,5,1947,2906,"criticism"
"helps",1525,77,349,5,1951,2907,"introduce"
"heavy",1651,80,225,5,1956,2908,"influence"
"bread",1676,58,231,5,1965,2909,"sacrifice"
"Their",1660,92,213,5,1965,2910,"corporate"
"bunch",1458,32,495,5,1985,2911,"naturally"
"sales",1333,306,374,5,2013,2912,"worldwide"
"court",1367,370,281,5,2018,2913,"decisions"
"paint",1769,55,208,5,2032,2914,"locations"
"Texas",1238,191,611,5,2040,2915,"officials"
"serve",1634,154,271,5,2059,2916,"wonderful"
"admit",1737,19,309,5,2065,2917,"sometimes"
"names",1618,79,369,5,2066,2918,"sometimes"
"stuck",1525,55,498,5,2078,2919,"Americans"
"brown",1829,39,214,5,2082,2920,"Americans"
"theme",1784,47,266,5,2097,2921,"Americans"
"laugh",1382,24,700,5,2106,2922,"Americans"
"gotta",353,12,1759,5,2124,2923,"Americans"
"throw",1468,96,561,5,2125,2924,"something"
"usual",1782,63,285,5,2130,2925,"emotional"
"mouth",1613,30,488,5,2131,2926,"Americans"
"built",1691,192,253,5,2136,2927,"alongside"
"turns",1796,76,281,5,2153,2928,"copyright"
"areas",1857,160,137,5,2154,2929,"including"
"earth",1822,27,311,5,2160,2930,"beautiful"
"train",1603,81,494,5,2178,2931,"companies"
"Which",1665,37,481,5,2183,2932,"character"
"peace",1742,39,425,5,2206,2933,"necessary"
"weird",1272,14,929,5,2215,2934,"Americans"
"force",1790,172,261,5,2223,2935,"ourselves"
"pages",1889,56,293,5,2238,2936,"Americans"
"rules",1760,148,333,5,2241,2937,"regarding"
"lines",1861,126,264,5,2251,2938,"wonderful"
"worst",1427,92,732,5,2251,2939,"Americans"
"staff",1532,284,468,5,2284,2940,"sometimes"
"calls",1600,182,506,5,2288,2941,"attention"
"Those",1646,136,538,5,2320,2942,"wonderful"
"build",1743,156,436,5,2335,2943,"something"
"shoes",1796,50,503,5,2349,2944,"sometimes"
"parts",2002,147,203,5,2352,2945,"regularly"
"terms",2091,123,160,5,2374,2946,"Americans"
"Where",1214,63,1115,5,2392,2947,"Americans"
"Check",758,28,1614,5,2400,2948,"Americans"
"folks",1392,59,953,5,2404,2949,"attention"
"brain",1883,49,478,5,2410,2950,"creatures"
"named",1832,169,410,5,2411,2951,"Christian"
"trust",1772,76,565,5,2413,2952,"ourselves"
"North",1723,294,428,5,2445,2953,"Americans"
"lived",2018,104,324,5,2446,2954,"neighbors"
"reach",1816,148,497,5,2461,2955,"something"
"White",1739,220,503,5,2462,2956,"interests"
"items",2073,121,275,5,2469,2957,"depending"
"James",1658,243,578,5,2479,2958,"suggested"
"posts",2160,12,308,5,2480,2959,"featuring"
"worse",1831,77,579,5,2487,2960,"extremely"
"tells",2101,69,321,5,2491,2961,"potential"
"older",2033,140,321,5,2494,2962,"something"
"total",1924,215,355,5,2494,2963,"including"
"lucky",1739,30,731,5,2500,2964,"situation"
"worry",1751,86,679,5,2516,2965,"Americans"
"shall",2057,8,452,5,2517,2966,"therefore"
"Black",1806,75,653,5,2534,2967,"community"
"doubt",1921,78,536,5,2535,2968,"regarding"
"title",2021,161,373,5,2555,2969,"character"
"daily",2033,120,405,5,2558,2970,"newspaper"
"miles",1920,192,448,5,2560,2971,"yesterday"
"value",1996,128,447,5,2571,2972,"believing"
"glass",2085,104,384,5,2573,2973,"available"
"dance",1587,85,911,5,2583,2974,"basically"
"field",1809,300,506,5,2615,2975,"September"
"board",1678,433,511,5,2622,2976,"sometimes"
"faith",2248,53,324,5,2625,2977,"community"
"catch",1618,68,962,5,2648,2978,"Hopefully"
"smile",1750,47,865,5,2662,2979,"announced"
"dress",2022,55,596,5,2673,2980,"beautiful"
"touch",1986,74,643,5,2703,2981,"something"
"Every",1887,54,765,5,2706,2982,"Christian"
"blood",2282,111,336,5,2729,2983,"beginning"
"proud",1520,54,1183,5,2757,2984,"tradition"
"study",2079,143,537,5,2759,2985,"published"
"Still",1331,136,1303,5,2770,2986,"Americans"
"David",1941,281,575,5,2797,2987,"Americans"
"plans",1899,283,631,5,2813,2988,"available"
"whose",2385,277,162,5,2824,2989,"knowledge"
"loves",2027,42,757,5,2826,2990,"something"
"allow",2394,173,262,5,2829,2991,"ourselves"
"stage",2089,153,589,5,2831,2992,"providing"
"sugar",2560,77,208,5,2845,2993,"depending"
"track",2069,159,618,5,2846,2994,"condition"
"songs",1912,77,881,5,2870,2995,"spiritual"
"ahead",2060,154,665,5,2879,2996,"something"
"Obama",1805,352,767,5,2924,2997,"including"
"ended",2506,150,279,5,2935,2998,"Wednesday"
"House",1863,376,705,5,2944,2999,"education"
"price",2305,186,461,5,2952,3000,"increases"
"clean",2383,75,518,5,2976,3001,"something"
"cream",2413,77,495,5,2985,3002,"according"
"liked",2240,58,689,5,2987,3003,"generally"
"agree",1428,80,1486,5,2994,3004,"Americans"
"tired",1745,21,1244,5,3010,3005,"community"
"meant",2344,77,615,5,3036,3006,"something"
"cards",2635,75,327,5,3037,3007,"featuring"
"quick",2437,71,536,5,3044,3008,"breakfast"
"scene",2506,166,373,5,3045,3009,"selection"
"begin",2413,148,496,5,3057,3010,"something"
"round",2240,215,608,5,3063,3011,"yesterday"
"novel",2820,49,208,5,3077,3012,"published"
"World",2155,189,735,5,3079,3013,"countries"
"dream",1942,52,1095,5,3089,3014,"adventure"
"super",2027,17,1052,5,3096,3015,"important"
"taste",2573,77,451,5,3101,3016,"delicious"
"focus",2454,159,496,5,3109,3017,"Americans"
"feels",2281,84,754,5,3119,3018,"wonderful"
"floor",2442,156,530,5,3128,3019,"spreading"
"State",1844,584,713,5,3141,3020,"Education"
"fight",2149,139,892,5,3180,3021,"continues"
"album",2181,89,934,5,3204,3022,"sometimes"
"gives",2552,114,539,5,3205,3023,"something"
"Since",2761,150,295,5,3206,3024,"yesterday"
"speak",2375,86,769,5,3230,3025,"different"
"fresh",2630,121,502,5,3253,3026,"delicious"
"third",2557,417,323,5,3297,3027,"condition"
"March",2200,349,752,5,3301,3028,"yesterday"
"among",2728,357,219,5,3304,3029,"beautiful"
"South",2628,269,439,5,3336,3030,"Australia"
"image",3138,60,184,5,3382,3031,"developed"
"below",3157,98,129,5,3384,3032,"Sometimes"
"extra",2577,147,676,5,3400,3033,"attention"
"moved",2791,226,414,5,3431,3034,"Americans"
"offer",2696,224,523,5,3443,3035,"criticism"
"major",2726,294,445,5,3465,3036,"political"
"truth",2846,66,567,5,3479,3037,"remaining"
"drink",2183,66,1267,5,3516,3038,"something"
"wrote",2924,232,382,5,3538,3039,"something"
"photo",2823,73,657,5,3553,3040,"challenge"
"drive",2375,185,1045,5,3605,3041,"somewhere"
"final",2658,298,748,5,3704,3042,"statement"
"style",3098,111,502,5,3711,3043,"something"
"truly",3027,63,630,5,3720,3044,"beautiful"
"green",2989,136,615,5,3740,3045,"buildings"
"voice",2720,87,951,5,3758,3046,"recording"
"lunch",2184,86,1491,5,3761,3047,"Americans"
"tweet",227,11,3538,5,3776,3048,"Americans"
"stand",2870,129,806,5,3805,3049,"Americans"
"color",3308,83,445,5,3836,3050,"challenge"
"table",3194,154,510,5,3858,3051,"including"
"games",2144,588,1242,5,3974,3052,"including"
"began",3581,288,112,5,3981,3053,"yesterday"
"sorry",1617,32,2334,5,3983,3054,"Americans"
"cover",3116,146,748,5,4010,3055,"featuring"
"based",3342,240,450,5,4032,3056,"education"
"ideas",3188,95,776,5,4059,3057,"including"
"email",2148,60,1887,5,4095,3058,"marketing"
"issue",3121,303,678,5,4102,3059,"something"
"level",3326,252,544,5,4122,3060,"community"
"spend",3220,157,746,5,4123,3061,"Christmas"
"alone",3230,102,838,5,4170,3062,"abandoned"
"April",2732,474,997,5,4203,3063,"beautiful"
"cause",2421,145,1666,5,4232,3064,"marketing"
"funny",2300,58,1874,5,4232,3065,"wonderful"
"sound",3107,120,1005,5,4232,3066,"recording"
"knows",3178,156,932,5,4266,3067,"something"
"shows",3092,217,1039,5,4348,3068,"including"
"hands",3623,122,653,5,4398,3069,"expecting"
"clear",3750,235,449,5,4434,3070,"knowledge"
"First",3026,127,1284,5,4437,3071,"published"
"Maybe",2893,88,1486,5,4467,3072,"something"
"space",3655,215,610,5,4480,3073,"companies"
"break",3004,146,1441,5,4591,3074,"something"
"media",3220,168,1214,5,4602,3075,"companies"
"added",3900,314,395,5,4609,3076,"challenge"
"crazy",2551,49,2018,5,4618,3077,"sometimes"
"death",3862,259,529,5,4650,3078,"literally"
"worth",3308,168,1220,5,4696,3079,"something"
"human",4096,140,509,5,4745,3080,"resources"
"girls",3339,92,1404,5,4835,3081,"described"
"wants",3259,233,1384,5,4876,3082,"something"
"piece",4187,110,605,5,4902,3083,"expecting"
"spent",4157,238,511,5,4906,3084,"yesterday"
"works",3718,189,1025,5,4932,3085,"including"
"visit",3671,219,1106,5,4996,3086,"different"
"store",3888,196,922,5,5006,3087,"including"
"video",2798,150,2071,5,5019,3088,"recording"
"Jesus",4417,27,577,5,5021,3089,"followers"
"While",4433,276,322,5,5031,3090,"providing"
"known",4340,287,410,5,5037,3091,"something"
"Today",3030,75,1966,5,5071,3092,"Christian"
"takes",3983,211,883,5,5077,3093,"something"
"sweet",3441,105,1539,5,5085,3094,"chocolate"
"event",3142,306,1672,5,5120,3095,"organized"
"gonna",954,14,4157,5,5125,3096,"Americans"
"sleep",2798,68,2501,5,5367,3097,"Something"
"above",5011,133,255,5,5399,3098,"mentioned"
"learn",4004,128,1343,5,5475,3099,"something"
"loved",4271,87,1117,5,5475,3100,"listening"
"tried",4481,185,883,5,5549,3101,"something"
"lives",4750,193,665,5,5608,3102,"including"
"guess",3592,51,1990,5,5633,3103,"yesterday"
"These",4982,138,516,5,5636,3104,"beautiful"
"taken",4876,235,540,5,5651,3105,"seriously"
"large",5101,328,302,5,5731,3106,"increases"
"phone",3247,214,2273,5,5734,3107,"available"
"child",4903,230,612,5,5745,3108,"including"
"front",4707,252,843,5,5802,3109,"obviously"
"woman",4571,254,978,5,5803,3110,"otherwise"
"sense",4858,188,766,5,5812,3111,"something"
